"UAAXK0000","UAAXK0000_ORG","UAA","res","x","y"
5220,760,5220,20000,5380,3900
3240,580,3240,20000,4400,3880
4760,1130,4760,20000,4420,3880
6890,2640,6890,20000,4440,3880
7610,1270,7610,20000,4460,3880
15000,5310,15000,20000,4480,3880
8940,2380,8940,20000,4500,3880
19390,2330,19390,20000,4520,3880
9130,1830,9130,20000,4540,3880
8030,2970,8030,20000,4820,3880
NA,NA,NA,20000,5080,3880
13360,3170,13380,20000,5200,3880
10970,3360,10990,20000,5220,3880
10040,1490,10060,20000,5240,3880
12700,4780,12730,20000,5260,3880
7300,3080,7320,20000,5280,3880
17900,3550,17920,20000,5300,3880
8780,2010,8790,20000,5320,3880
8900,2280,8920,20000,5340,3880
11550,2660,11550,20000,5380,3880
700,0,700,20000,4800,3860
16440,1050,16440,20000,4820,3860
9930,990,9950,20000,5200,3860
7560,1880,7570,20000,5220,3860
7370,3560,7370,20000,5240,3860
8620,2260,8640,20000,5260,3860
12210,3660,12220,20000,5280,3860
11770,2280,11780,20000,5300,3860
14620,5380,14630,20000,5320,3860
7030,810,7040,20000,5340,3860
15110,2750,15120,20000,5360,3860
18800,3700,18810,20000,5380,3860
NA,NA,NA,20000,4340,3840
8810,2090,8810,20000,4800,3840
17730,3830,17730,20000,4820,3840
8200,750,8210,20000,5200,3840
13200,1170,13220,20000,5220,3840
9190,3150,9200,20000,5240,3840
15920,5880,15920,20000,5260,3840
9290,2860,9300,20000,5280,3840
9300,2100,9310,20000,5300,3840
23470,1920,23480,20000,5320,3840
16080,740,16090,20000,5340,3840
13190,1830,13220,20000,5360,3840
13220,3630,13250,20000,5380,3840
15710,2740,15710,20000,4320,3820
7630,1090,7630,20000,4340,3820
NA,NA,NA,20000,4840,3820
6100,1820,6110,20000,5040,3820
11610,1090,11630,20000,5060,3820
9920,2260,9930,20000,5320,3820
24090,3090,24130,20000,5340,3820
6230,1000,6230,20000,5400,3820
6980,1200,6980,20000,5420,3820
19270,2280,19270,20000,4320,3800
6310,1410,6310,20000,4340,3800
10780,2490,10790,20000,5040,3800
17640,910,17650,20000,5060,3800
15390,2040,15410,20000,5340,3800
6750,1420,6760,20000,5400,3800
3780,1020,3780,20000,5420,3800
10630,1680,10630,20000,4280,3780
29720,4210,29720,20000,4300,3780
4570,670,4570,20000,4440,3780
11850,2060,11850,20000,4460,3780
900,0,900,20000,4980,3780
17090,1970,17100,20000,5000,3780
18300,2430,18310,20000,5020,3780
6930,1580,6930,20000,5240,3780
13060,1230,13070,20000,5260,3780
8920,610,8930,20000,5280,3780
10540,1120,10550,20000,5300,3780
16690,5000,16700,20000,5320,3780
18000,3530,18010,20000,5340,3780
13650,4140,13670,20000,5360,3780
14280,3540,14300,20000,5380,3780
15380,1310,15380,20000,4220,3760
18020,2250,18020,20000,4280,3760
25730,2120,25730,20000,4300,3760
20500,2750,20500,20000,4460,3760
430,0,430,20000,4980,3760
20440,630,20470,20000,5000,3760
18170,1490,18190,20000,5020,3760
17340,4940,17340,20000,5240,3760
16690,4020,16690,20000,5260,3760
16200,2590,16200,20000,5280,3760
22010,4710,22020,20000,5300,3760
20790,1510,20810,20000,5320,3760
10100,1660,10120,20000,5340,3760
11230,1370,11250,20000,5360,3760
9380,1790,9390,20000,5380,3760
15120,2800,15120,20000,4240,3740
12680,1570,12680,20000,4260,3740
25140,2490,25140,20000,4280,3740
27430,4190,27430,20000,4300,3740
NA,NA,NA,20000,4460,3740
22420,1800,22420,20000,5040,3740
22430,3250,22430,20000,5060,3740
25120,2460,25120,20000,5240,3740
19180,1120,19180,20000,5260,3740
19780,1320,19780,20000,5280,3740
13660,1210,13660,20000,5300,3740
5310,1150,5320,20000,5360,3740
18800,2620,18800,20000,4240,3720
17020,1760,17020,20000,4260,3720
27320,2140,27320,20000,4280,3720
27020,3010,27020,20000,4300,3720
21360,750,21360,20000,5040,3720
19240,2960,19240,20000,5060,3720
21070,2480,21070,20000,5240,3720
18720,2100,18720,20000,5260,3720
20170,2880,20170,20000,5280,3720
11710,1140,11710,20000,5300,3720
16940,2130,16940,20000,4200,3700
22490,4030,22490,20000,4220,3700
22010,5310,22010,20000,4240,3700
21240,4550,21240,20000,4260,3700
21740,1830,21740,20000,4280,3700
26360,2770,26360,20000,4300,3700
15070,520,15070,20000,4340,3700
12490,1390,12490,20000,4360,3700
17920,2780,17920,20000,5080,3700
21840,1360,21840,20000,5100,3700
22790,4930,22790,20000,5240,3700
11970,1170,11970,20000,5260,3700
18560,2010,18560,20000,5280,3700
11700,650,11700,20000,5300,3700
13660,2250,13660,20000,4200,3680
26240,6350,26240,20000,4220,3680
21170,2300,21170,20000,4240,3680
23990,3380,23990,20000,4260,3680
23750,2660,23750,20000,4280,3680
23510,2280,23510,20000,4300,3680
21040,1230,21040,20000,4320,3680
11760,1660,11760,20000,4340,3680
14440,2910,14440,20000,4360,3680
17350,1730,17350,20000,5080,3680
19530,850,19530,20000,5100,3680
21050,2350,21050,20000,5240,3680
24790,3690,24790,20000,5260,3680
16980,3110,16980,20000,5280,3680
6920,540,6920,20000,5300,3680
24040,4800,24040,20000,4240,3660
24340,2220,24340,20000,4260,3660
26730,1550,26730,20000,4280,3660
26650,3380,26650,20000,4300,3660
6420,980,6420,20000,4520,3660
8400,1170,8400,20000,4540,3660
NA,NA,NA,20000,4660,3660
13240,2730,13240,20000,5020,3660
23950,2570,23950,20000,5080,3660
25930,1310,25930,20000,5100,3660
23750,2690,23750,20000,5240,3660
20540,4210,20540,20000,5260,3660
22300,4270,22300,20000,4240,3640
21800,4220,21800,20000,4260,3640
32420,2770,32420,20000,4280,3640
28650,1310,28650,20000,4300,3640
21030,2520,21030,20000,4520,3640
13820,970,13820,20000,4540,3640
11530,1570,11530,20000,5020,3640
14650,2240,14650,20000,5080,3640
18540,1350,18540,20000,5100,3640
18260,3770,18260,20000,5240,3640
17970,1530,17970,20000,5260,3640
18360,3860,18360,20000,4200,3620
22670,2730,22670,20000,4220,3620
20090,2980,20090,20000,4240,3620
24240,4140,24240,20000,4260,3620
25750,2320,25750,20000,4300,3620
15740,710,15740,20000,4400,3620
22130,1530,22130,20000,4420,3620
14480,1230,14480,20000,4440,3620
10350,1850,10350,20000,4460,3620
19460,4080,19460,20000,4560,3620
5880,1620,5880,20000,4580,3620
18890,910,18890,20000,5240,3620
12190,1280,12190,20000,5260,3620
17990,2600,17990,20000,4200,3600
25840,3100,25840,20000,4220,3600
23320,4230,23320,20000,4240,3600
26080,5250,26080,20000,4260,3600
27150,2280,27150,20000,4280,3600
12130,1500,12130,20000,4300,3600
22620,2780,22620,20000,4400,3600
22640,2960,22640,20000,4420,3600
20110,1230,20110,20000,4440,3600
6920,920,6920,20000,4460,3600
29750,1950,29750,20000,4560,3600
22170,810,22170,20000,4580,3600
11660,870,11660,20000,5240,3600
6740,1400,6740,20000,5260,3600
23150,1990,23150,20000,4240,3580
26790,5000,26790,20000,4260,3580
22040,1690,22040,20000,4320,3580
17570,990,17570,20000,4340,3580
27060,2500,27060,20000,4400,3580
15770,1780,15770,20000,4420,3580
NA,NA,NA,20000,4500,3580
12470,2960,12470,20000,5240,3580
8160,3410,8160,20000,5260,3580
21020,2720,21020,20000,4240,3560
26910,3040,26910,20000,4260,3560
24120,1800,24120,20000,4320,3560
25980,2110,25980,20000,4340,3560
19960,990,19960,20000,4400,3560
19680,400,19680,20000,4420,3560
12020,2710,12020,20000,5240,3560
10350,1950,10350,20000,5260,3560
19010,1760,19010,20000,4240,3540
24170,4660,24170,20000,4260,3540
22900,4040,22900,20000,4280,3540
13090,1240,13090,20000,4300,3540
NA,NA,NA,20000,4620,3540
20900,3210,20910,20000,5140,3540
26590,2470,26600,20000,5160,3540
24180,1890,24180,20000,5180,3540
NA,NA,NA,20000,5320,3540
23580,2630,23580,20000,4260,3520
23650,4560,23650,20000,4280,3520
14470,1960,14470,20000,4300,3520
12470,990,12480,20000,4780,3520
14630,1970,14640,20000,5080,3520
25100,1700,25110,20000,4760,3500
20440,310,20450,20000,4780,3500
15700,2830,15700,20000,4980,3500
30350,810,30370,20000,5020,3500
27390,300,27400,20000,5040,3500
21760,1280,21760,20000,5060,3500
18190,1560,18200,20000,5080,3500
12500,870,12520,20000,5100,3500
14610,1030,14620,20000,4760,3480
13100,1430,13100,20000,4780,3480
21020,4300,21030,20000,5000,3480
16100,1690,16100,20000,5040,3480
24370,2870,24380,20000,5060,3480
22760,920,22780,20000,5140,3480
18580,150,18610,20000,5160,3480
6620,220,6620,20000,5180,3480
16960,2720,16980,20000,4720,3460
10360,2100,10360,20000,4740,3460
8530,620,8530,20000,4760,3460
9460,1190,9460,20000,4780,3460
20590,1620,20600,20000,4960,3460
16720,1890,16740,20000,5040,3460
15280,3410,15290,20000,5060,3460
7530,740,7530,20000,5080,3460
8180,860,8180,20000,5100,3460
20430,1470,20440,20000,5120,3460
23240,1000,23250,20000,5140,3460
NA,NA,NA,20000,4620,3440
9040,2540,9040,20000,4720,3440
13960,4730,13970,20000,4760,3440
7440,1250,7450,20000,4780,3440
11690,440,11690,20000,4960,3440
10150,1810,10150,20000,4980,3440
32440,6900,32440,20000,5000,3440
10190,580,10190,20000,5020,3440
12330,1740,12340,20000,5040,3440
7220,290,7230,20000,5060,3440
3180,350,3180,20000,5080,3440
21210,1810,21210,20000,5100,3440
30770,750,30780,20000,5120,3440
19580,410,19580,20000,5140,3440
8930,540,8930,20000,5220,3440
15390,620,15400,20000,4640,3420
25710,360,25720,20000,4660,3420
11380,720,11390,20000,4680,3420
10760,3390,10770,20000,4760,3420
22120,480,22120,20000,4780,3420
15060,280,15070,20000,4880,3420
22500,350,22520,20000,4900,3420
24540,130,24550,20000,4920,3420
19490,490,19500,20000,4940,3420
22570,600,22580,20000,4960,3420
19640,1510,19640,20000,4980,3420
5560,550,5560,20000,5000,3420
4590,560,4600,20000,5020,3420
14810,1520,14810,20000,5040,3420
23080,390,23090,20000,5060,3420
22370,550,22380,20000,5080,3420
16450,840,16450,20000,5140,3420
4090,580,4100,20000,5200,3420
11010,380,11030,20000,5220,3420
16710,3050,16720,20000,4640,3400
21170,1360,21170,20000,4660,3400
17280,1190,17280,20000,4680,3400
14800,1730,14810,20000,4760,3400
15510,420,15520,20000,4780,3400
15450,140,15470,20000,4880,3400
26030,300,26050,20000,4900,3400
33060,500,33080,20000,4920,3400
18230,230,18250,20000,4940,3400
28610,620,28630,20000,4960,3400
18590,1840,18590,20000,4980,3400
13120,960,13130,20000,5020,3400
18130,930,18130,20000,5040,3400
22630,280,22640,20000,5060,3400
20550,480,20560,20000,5080,3400
22880,810,22890,20000,5100,3400
25550,110,25560,20000,5140,3400
14660,580,14690,20000,5200,3400
13450,580,13460,20000,5220,3400
9990,2700,10000,20000,4600,3380
13170,1780,13180,20000,4620,3380
18770,760,18780,20000,4640,3380
24160,1010,24180,20000,4660,3380
11720,1370,11730,20000,4680,3380
8960,2100,8970,20000,4720,3380
5600,1230,5600,20000,4740,3380
21490,1020,21500,20000,5000,3380
40900,800,40910,20000,5020,3380
22870,640,22880,20000,5040,3380
20060,580,20070,20000,5060,3380
18630,300,18650,20000,5080,3380
30110,310,30120,20000,5100,3380
21140,130,21160,20000,5120,3380
29250,110,29270,20000,5140,3380
24670,890,24670,20000,4080,3360
19090,320,19090,20000,4100,3360
14570,980,14580,20000,4620,3360
31110,880,31120,20000,4640,3360
20200,1410,20220,20000,4660,3360
12050,1100,12050,20000,4680,3360
6760,1000,6760,20000,4700,3360
11320,2960,11330,20000,4720,3360
18600,2990,18610,20000,4740,3360
25050,560,25060,20000,5000,3360
32550,600,32570,20000,5020,3360
36490,1310,36500,20000,5040,3360
22210,470,22230,20000,5060,3360
21250,1220,21260,20000,5080,3360
22190,450,22200,20000,5100,3360
27410,60,27430,20000,5120,3360
32920,100,32930,20000,5140,3360
22330,770,22330,20000,4040,3340
25450,970,25450,20000,4060,3340
22280,870,22280,20000,4120,3340
7980,2820,7980,20000,4720,3340
13220,1970,13230,20000,4740,3340
11360,460,11360,20000,4760,3340
25260,550,25280,20000,4780,3340
33450,640,33480,20000,5040,3340
21330,300,21340,20000,5060,3340
15390,110,15410,20000,5120,3340
22420,90,22430,20000,5140,3340
25910,450,25920,20000,5160,3340
21840,220,21850,20000,5180,3340
11280,480,11300,20000,5200,3340
2130,350,2140,20000,5220,3340
24690,1330,24690,20000,4040,3320
26070,880,26070,20000,4060,3320
29080,1120,29080,20000,4120,3320
9850,1230,9860,20000,4720,3320
14990,540,15000,20000,4740,3320
24650,810,24660,20000,4760,3320
23390,900,23400,20000,4780,3320
19170,150,19180,20000,5060,3320
20300,430,20320,20000,5120,3320
27720,180,27750,20000,5140,3320
26380,240,26400,20000,5160,3320
22590,730,22630,20000,5180,3320
7540,350,7560,20000,5200,3320
25680,1270,25680,20000,4040,3300
17590,1060,17590,20000,4060,3300
23990,70,24000,20000,5160,3300
30000,260,30020,20000,5180,3300
24910,660,24930,20000,5200,3300
16010,2570,16030,20000,5220,3300
20470,1530,20470,20000,4040,3280
26150,930,26150,20000,4060,3280
27600,150,27630,20000,5160,3280
25280,340,25310,20000,5180,3280
21210,820,21240,20000,5200,3280
15960,560,15960,20000,4040,3260
26690,1130,26690,20000,4060,3260
16020,1110,16030,20000,4640,3260
9620,1240,9630,20000,4660,3260
13570,1080,13580,20000,4680,3260
11080,1640,11090,20000,4700,3260
11190,310,11220,20000,5040,3260
14490,860,14530,20000,5060,3260
12800,310,12830,20000,5080,3260
15250,200,15270,20000,5100,3260
25590,420,25620,20000,5200,3260
16440,1880,16450,20000,5240,3260
16360,1000,16360,20000,4040,3240
23570,690,23570,20000,4060,3240
7170,890,7170,20000,4640,3240
4900,790,4900,20000,4660,3240
19880,3170,19880,20000,4680,3240
17250,490,17260,20000,4700,3240
24190,390,24220,20000,5040,3240
24160,940,24190,20000,5060,3240
22630,490,22670,20000,5080,3240
13520,220,13550,20000,5100,3240
24020,310,24060,20000,5200,3240
17710,540,17730,20000,5220,3240
15920,1490,15940,20000,5240,3240
25430,1210,25430,20000,3960,3220
10160,800,10160,20000,3980,3220
15480,1130,15480,20000,4000,3220
8420,630,8420,20000,4020,3220
12970,2280,12980,20000,4640,3220
12740,2620,12760,20000,4660,3220
8980,1580,8990,20000,4680,3220
16410,920,16420,20000,4700,3220
28520,490,28540,20000,5040,3220
24350,970,24370,20000,5060,3220
14960,330,14990,20000,5080,3220
12610,310,12640,20000,5100,3220
17680,190,17720,20000,5120,3220
15600,230,15680,20000,5140,3220
20620,600,20680,20000,5160,3220
19270,650,19350,20000,5180,3220
17780,660,17830,20000,5200,3220
13120,970,13150,20000,5220,3220
11220,540,11240,20000,5240,3220
3420,330,3430,20000,5260,3220
24250,770,24250,20000,3960,3200
22530,880,22530,20000,3980,3200
21400,980,21400,20000,4000,3200
16470,960,16470,20000,4020,3200
12580,910,12590,20000,4640,3200
8230,940,8230,20000,4660,3200
11820,2670,11830,20000,4680,3200
12150,3030,12160,20000,4700,3200
13550,70,13570,20000,5040,3200
22580,300,22630,20000,5060,3200
18900,340,18950,20000,5080,3200
11190,330,11210,20000,5100,3200
26890,290,26950,20000,5120,3200
15880,240,16020,20000,5140,3200
25380,140,25530,20000,5160,3200
18850,280,19010,20000,5180,3200
26160,200,26310,20000,5200,3200
22490,730,22570,20000,5220,3200
21550,250,21620,20000,5240,3200
15050,520,15100,20000,5260,3200
21830,310,21830,20000,4000,3180
17930,320,17930,20000,4020,3180
9990,3280,10000,20000,4640,3180
15010,1170,15020,20000,4680,3180
22300,1010,22340,20000,4700,3180
21380,240,21410,20000,4720,3180
19570,560,19590,20000,4740,3180
17990,400,18030,20000,5080,3180
23980,190,24020,20000,5100,3180
19040,420,19080,20000,5120,3180
17700,120,17810,20000,5140,3180
28380,80,28470,20000,5200,3180
22680,110,22800,20000,5220,3180
17680,370,17680,20000,4000,3160
24620,180,24620,20000,4020,3160
6210,690,6220,20000,4660,3160
4770,740,4780,20000,4680,3160
6740,790,6740,20000,4700,3160
9210,1020,9220,20000,4720,3160
11590,750,11610,20000,4740,3160
9550,590,9580,20000,5080,3160
14090,260,14130,20000,5100,3160
23340,350,23390,20000,5120,3160
20810,120,20870,20000,5140,3160
28020,320,28090,20000,5200,3160
24470,120,24590,20000,5220,3160
20000,120,20000,20000,3840,3140
30780,610,30780,20000,3860,3140
15350,190,15460,20000,5080,3140
21530,290,21640,20000,5100,3140
25600,220,25600,20000,3840,3120
22510,380,22510,20000,3860,3120
10790,260,10820,20000,5080,3120
20660,550,20720,20000,5100,3120
30700,380,30700,20000,3800,3100
25770,170,25770,20000,3820,3100
21290,150,21290,20000,3840,3100
20610,170,20610,20000,3860,3100
17850,280,17850,20000,3880,3100
15450,110,15450,20000,3900,3100
11630,40,11630,20000,3920,3100
11540,150,11540,20000,3940,3100
14140,6200,14140,20000,4620,3100
19120,3490,19120,20000,4660,3100
13630,4080,13640,20000,4680,3100
18510,2910,18520,20000,4700,3100
25260,130,25290,20000,5040,3100
16870,630,16910,20000,5060,3100
18660,240,18710,20000,5080,3100
10950,230,11000,20000,5100,3100
19100,400,19170,20000,5200,3100
NA,NA,NA,20000,5280,3100
29220,250,29220,20000,3800,3080
17760,150,17760,20000,3820,3080
23110,370,23110,20000,3840,3080
26850,170,26850,20000,3860,3080
21700,450,21700,20000,3880,3080
19490,510,19490,20000,3900,3080
13300,730,13300,20000,3920,3080
19120,590,19120,20000,3940,3080
8450,5400,8450,20000,4620,3080
10370,4190,10370,20000,4640,3080
10730,4900,10740,20000,4660,3080
2310,1100,2310,20000,4680,3080
2180,530,2180,20000,4700,3080
26370,120,26420,20000,5040,3080
23550,890,23640,20000,5060,3080
23260,530,23380,20000,5080,3080
21870,360,21960,20000,5100,3080
9710,220,9750,20000,5220,3080
21210,690,21210,20000,3800,3060
18300,300,18300,20000,3820,3060
22590,340,22590,20000,3840,3060
24140,720,24140,20000,3860,3060
23420,680,23420,20000,3920,3060
26690,1220,26690,20000,3940,3060
29590,940,29590,20000,3960,3060
26930,960,26930,20000,3980,3060
11930,710,11930,20000,4000,3060
22280,1940,22280,20000,4020,3060
10610,6930,10610,20000,4600,3060
19080,11790,19080,20000,4620,3060
13200,2370,13210,20000,4680,3060
12160,2980,12160,20000,4720,3060
13010,4430,13010,20000,4740,3060
18280,2980,18290,20000,4760,3060
17070,420,17100,20000,4780,3060
18750,170,18810,20000,5000,3060
27280,100,27360,20000,5020,3060
25900,550,26080,20000,5200,3060
26540,410,26660,20000,5220,3060
13410,360,13480,20000,5240,3060
23950,220,23950,20000,3800,3040
21270,430,21270,20000,3820,3040
17980,790,17980,20000,3840,3040
19080,410,19080,20000,3860,3040
12660,260,12660,20000,3920,3040
19110,1190,19110,20000,3940,3040
19460,1220,19460,20000,3960,3040
21400,880,21400,20000,3980,3040
13080,3020,13080,20000,4000,3040
9170,2060,9170,20000,4020,3040
23130,990,23130,20000,4600,3040
20140,620,20140,20000,4620,3040
24050,250,24050,20000,4680,3040
21980,250,21990,20000,4700,3040
22990,690,22990,20000,4720,3040
20200,680,20200,20000,4740,3040
9890,1870,9890,20000,4760,3040
17560,1190,17590,20000,4780,3040
12360,190,12450,20000,5000,3040
21220,190,21390,20000,5020,3040
13650,690,13820,20000,5200,3040
20890,970,21040,20000,5220,3040
13120,140,13160,20000,5240,3040
31520,280,31520,20000,3840,3020
21700,1100,21700,20000,3860,3020
25820,2040,25820,20000,3880,3020
23890,2240,23890,20000,3900,3020
23050,770,23050,20000,3920,3020
20670,1330,20670,20000,3940,3020
20810,1240,20810,20000,3960,3020
14490,3040,14490,20000,3980,3020
3290,2720,3290,20000,4500,3020
7520,3010,7520,20000,4520,3020
9050,2860,9050,20000,4540,3020
20210,2570,20210,20000,4760,3020
18680,5590,18690,20000,4780,3020
11600,8850,11610,20000,4800,3020
5020,3050,5020,20000,4820,3020
15800,100,15890,20000,5040,3020
14970,180,15110,20000,5060,3020
13890,390,13890,20000,3480,3000
12450,1490,12450,20000,3500,3000
32610,600,32610,20000,3840,3000
27720,1540,27720,20000,3860,3000
14320,2770,14320,20000,3900,3000
8330,1500,8330,20000,3920,3000
9490,770,9490,20000,3940,3000
12710,2510,12710,20000,3960,3000
9280,1830,9280,20000,3980,3000
13520,2540,13520,20000,4000,3000
24040,2450,24040,20000,4020,3000
18810,6360,18810,20000,4480,3000
6630,3580,6630,20000,4500,3000
17380,17080,17380,20000,4520,3000
10680,5440,10680,20000,4540,3000
18860,1810,18860,20000,4760,3000
18800,1430,18800,20000,4780,3000
4750,3140,4750,20000,4820,3000
14650,340,14720,20000,5040,3000
15240,250,15340,20000,5060,3000
15280,1660,15280,20000,3500,2980
30070,100,30070,20000,3640,2980
30290,550,30290,20000,3660,2980
32160,730,32160,20000,3720,2980
26360,1000,26360,20000,3740,2980
28460,1600,28460,20000,3880,2980
21760,1290,21760,20000,3900,2980
11180,1350,11180,20000,3920,2980
3220,670,3220,20000,3940,2980
11080,1680,11080,20000,3960,2980
15770,3660,15770,20000,3980,2980
15350,1050,15350,20000,4020,2980
10350,5490,10350,20000,4500,2980
11430,1230,11430,20000,4600,2980
15190,940,15190,20000,4620,2980
10180,1150,10190,20000,4640,2980
9920,1640,9920,20000,4660,2980
26780,190,26780,20000,4680,2980
25120,1180,25120,20000,4700,2980
13950,2380,13950,20000,4720,2980
26300,440,26310,20000,4740,2980
18080,1820,18080,20000,4880,2980
18140,780,18140,20000,4900,2980
11570,2080,11580,20000,4920,2980
11130,1500,11160,20000,4940,2980
9100,210,9110,20000,5040,2980
9230,190,9290,20000,5060,2980
29010,2950,29010,20000,3480,2960
26910,2900,26910,20000,3500,2960
30680,2680,30680,20000,3520,2960
15510,1200,15510,20000,3540,2960
17230,510,17230,20000,3640,2960
13410,570,13410,20000,3660,2960
28150,2830,28150,20000,3720,2960
33120,890,33120,20000,3740,2960
36430,640,36430,20000,3880,2960
25020,1220,25020,20000,3900,2960
23210,1800,23210,20000,3920,2960
14950,1070,14950,20000,3940,2960
9440,920,9440,20000,3960,2960
11260,3660,11260,20000,4000,2960
25110,870,25120,20000,4020,2960
20000,740,20000,20000,4040,2960
20380,11230,20380,20000,4500,2960
15550,2200,15550,20000,4600,2960
15460,1160,15460,20000,4620,2960
22770,1380,22770,20000,4640,2960
21780,1780,21780,20000,4660,2960
15750,540,15750,20000,4680,2960
21920,480,21920,20000,4700,2960
25170,870,25170,20000,4720,2960
11780,3960,11780,20000,4740,2960
27930,1230,27930,20000,4880,2960
16450,4420,16450,20000,4900,2960
4180,930,4180,20000,4920,2960
8290,3190,8290,20000,4940,2960
17080,430,17090,20000,5040,2960
10220,1230,10230,20000,5060,2960
1770,320,1770,20000,3280,2940
29070,2750,29070,20000,3480,2940
27740,2410,27740,20000,3500,2940
27420,3090,27420,20000,3520,2940
32400,2340,32400,20000,3540,2940
25570,910,25570,20000,3560,2940
20280,4290,20280,20000,3580,2940
20770,1500,20770,20000,3600,2940
27290,720,27290,20000,3620,2940
19640,450,19640,20000,3840,2940
18550,440,18550,20000,3860,2940
33280,1010,33280,20000,3880,2940
34440,1370,34440,20000,3900,2940
19060,380,19060,20000,4040,2940
13070,2480,13070,20000,4500,2940
23320,4470,23320,20000,4520,2940
16200,3660,16200,20000,4540,2940
19120,850,19120,20000,4560,2940
9740,1920,9740,20000,4580,2940
27800,850,27800,20000,4600,2940
13330,2220,13330,20000,4620,2940
23530,1490,23530,20000,4720,2940
21210,400,21210,20000,4740,2940
9140,2800,9140,20000,4880,2940
5310,2060,5320,20000,4900,2940
NA,NA,NA,20000,3220,2920
27930,2740,27930,20000,3280,2920
21010,1750,21010,20000,3300,2920
15200,1450,15200,20000,3360,2920
3080,770,3080,20000,3460,2920
27950,2110,27950,20000,3520,2920
25020,3710,25030,20000,3540,2920
29470,1500,29470,20000,3560,2920
28730,2260,28730,20000,3580,2920
23820,3860,23820,20000,3600,2920
29070,930,29070,20000,3620,2920
28980,50,28980,20000,3840,2920
24140,1040,24140,20000,3860,2920
32390,910,32390,20000,3880,2920
36060,1590,36060,20000,3900,2920
20830,1340,20830,20000,4040,2920
13880,960,13880,20000,4520,2920
28200,3170,28200,20000,4540,2920
20180,3100,20180,20000,4560,2920
22310,1440,22310,20000,4580,2920
17820,1330,17820,20000,4600,2920
22110,430,22110,20000,4620,2920
14360,1230,14360,20000,4720,2920
22700,1290,22700,20000,4740,2920
10820,5520,10820,20000,4880,2920
8220,5790,8230,20000,4900,2920
NA,NA,NA,20000,5560,2920
18790,1910,18790,20000,3280,2900
18160,2070,18160,20000,3300,2900
23600,2840,23600,20000,3320,2900
23380,2950,23380,20000,3340,2900
23890,1290,23890,20000,3360,2900
6490,1120,6490,20000,3380,2900
16480,720,16480,20000,3400,2900
5980,740,5990,20000,3420,2900
26600,1350,26600,20000,3480,2900
26300,890,26300,20000,3500,2900
31040,1270,31040,20000,3520,2900
28790,2200,28790,20000,3540,2900
26840,2010,26840,20000,3560,2900
29730,1220,29730,20000,3580,2900
23720,3380,23720,20000,3600,2900
31870,900,31870,20000,3620,2900
25430,1200,25430,20000,3680,2900
20200,2520,20200,20000,3700,2900
17770,660,17780,20000,3840,2900
22230,380,22240,20000,3860,2900
20220,900,20220,20000,3880,2900
23440,630,23440,20000,3900,2900
24400,950,24400,20000,4000,2900
16870,1180,16870,20000,4020,2900
18330,940,18330,20000,4040,2900
20140,1290,20150,20000,4060,2900
13010,6250,13010,20000,4540,2900
23900,6780,23900,20000,4580,2900
21500,2030,21500,20000,4600,2900
17480,1470,17480,20000,4620,2900
25620,710,25620,20000,4640,2900
18700,510,18700,20000,4660,2900
20830,230,20830,20000,4680,2900
18530,2360,18530,20000,4700,2900
24770,720,24780,20000,4800,2900
16430,920,16430,20000,4820,2900
26150,1930,26150,20000,3280,2880
27270,1460,27270,20000,3300,2880
24530,4130,24530,20000,3320,2880
25610,3010,25610,20000,3340,2880
27240,1070,27240,20000,3360,2880
25690,1380,25690,20000,3380,2880
26940,880,26940,20000,3400,2880
22490,920,22490,20000,3420,2880
30750,1290,30750,20000,3480,2880
31970,1140,31970,20000,3500,2880
28600,1450,28600,20000,3520,2880
21720,2230,21720,20000,3540,2880
30380,3110,30380,20000,3560,2880
26320,2490,26320,20000,3580,2880
25370,2230,25370,20000,3600,2880
22220,880,22220,20000,3620,2880
20350,2520,20350,20000,3680,2880
20070,490,20070,20000,3700,2880
25280,630,25280,20000,3840,2880
20400,790,20400,20000,3860,2880
32640,790,32650,20000,3880,2880
33790,540,33790,20000,3900,2880
27660,720,27670,20000,4000,2880
17240,1830,17250,20000,4020,2880
27140,470,27140,20000,4040,2880
24250,1750,24250,20000,4060,2880
20730,3430,20730,20000,4080,2880
18720,2890,18720,20000,4100,2880
2100,710,2100,20000,4560,2880
8310,6090,8310,20000,4580,2880
18560,5110,18560,20000,4600,2880
20360,2580,20360,20000,4620,2880
16370,1280,16370,20000,4640,2880
16220,2630,16220,20000,4660,2880
9980,2790,9990,20000,4680,2880
21150,4280,21160,20000,4700,2880
23660,2990,23660,20000,4800,2880
25890,1530,25900,20000,4820,2880
2590,0,2630,20000,5600,2880
26990,2780,26990,20000,3280,2860
23030,1710,23030,20000,3340,2860
28240,1440,28240,20000,3360,2860
24710,1290,24710,20000,3380,2860
24730,1060,24730,20000,3400,2860
30090,1360,30090,20000,3420,2860
27270,1090,27270,20000,3440,2860
27370,2770,27370,20000,3460,2860
26850,2710,26850,20000,3480,2860
34040,1890,34040,20000,3500,2860
33720,2250,33720,20000,3520,2860
32750,1700,32750,20000,3540,2860
26780,1860,26780,20000,3560,2860
18500,1410,18500,20000,3580,2860
28550,2910,28550,20000,3600,2860
23300,2010,23300,20000,3620,2860
13810,2120,13810,20000,3720,2860
9440,1260,9440,20000,3740,2860
